device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price
Honor 29,Android,15.32,yes,no,13.0,16.0,128.0,6.0,4000.0,165.0,2020,310,4.803775113,5.297717186
Honor 30,Android,16.23,yes,no,13.0,8.0,128.0,6.0,4000.0,176.0,2020,141,4.831747834,5.067456614
Honor 31,Android,15.47,yes,no,13.0,8.0,64.0,3.0,3020.0,150.0,2020,228,4.476199805,4.689695141
Honor 32,Android,15.32,yes,no,13.0,8.0,64.0,4.0,5000.0,185.0,2020,213,4.609859175,4.781892764
Honor 33,Android,16.69,yes,yes,13.0,16.0,128.0,8.0,4100.0,206.0,2019,504,5.17252736,6.211262508
Honor 34,Android,15.32,yes,no,13.0,16.0,64.0,4.0,4000.0,171.5,2019,371,4.797194518,5.391352233
Honor 35,Android,14.5,yes,no,13.0,5.0,32.0,2.0,3020.0,146.0,2019,201,4.220095768,4.49635928
Honor 36,Android,16.23,yes,no,13.0,8.0,64.0,4.0,4000.0,176.0,2019,354,4.415944853,4.86753445
Honor 37,Android,15.9,yes,no,13.0,32.0,128.0,6.0,3750.0,172.0,2019,311,5.180209278,5.515845179
Honor 38,Android,16.74,yes,no,13.0,16.0,64.0,4.0,4000.0,206.0,2019,524,4.679349584,5.188167623
Honor 39,Android,14.5,yes,no,13.0,5.0,32.0,2.0,3020.0,146.0,2019,388,4.055776969,4.793059547
Honor 40,Android,25.43,yes,no,5.0,2.0,32.0,3.0,5100.0,173.0,2019,234,4.53999146,5.523937848
Honor 41,Android,20.32,yes,no,8.0,8.0,32.0,3.0,5100.0,173.0,2019,251,4.294560609,5.296114943
Others 18,Android,20.32,no,no,8.0,0.3,16.0,1.0,5680.0,453.6,2013,1048,4.899852698,5.488152294
HTC 5,Android,15.29,yes,no,13.0,16.0,32.0,3.0,3850.0,170.0,2019,194,4.829033478,5.185652461
HTC 6,Android,12.88,yes,no,13.0,13.0,64.0,4.0,3075.0,150.0,2019,385,4.860277413,5.392080896
HTC 7,Android,15.29,yes,no,13.0,8.0,32.0,3.0,3300.0,160.0,2019,323,4.388008706,5.009100784
HTC 8,Android,15.24,yes,no,13.0,14.5,128.0,6.0,3930.0,180.0,2019,489,4.633951987,6.033589692
HTC 9,Android,15.29,yes,no,13.0,16.0,64.0,4.0,3850.0,170.0,2019,392,5.041552397,5.641694282
Huawei 32,Android,15.37,yes,yes,10.5,16.0,128.0,6.0,4000.0,192.0,2020,204,4.865455368,5.522939824
Huawei 33,Android,15.37,yes,yes,10.5,16.0,64.0,6.0,4000.0,182.0,2020,328,4.971686544,5.388889065
Huawei 34,Android,15.32,yes,no,10.5,16.0,128.0,4.0,4000.0,163.0,2020,134,5.058980915,5.568535325
Huawei 35,Android,15.32,yes,no,10.5,16.0,128.0,4.0,4000.0,163.0,2020,127,4.980931815,5.48309424
Huawei 36,Android,20.32,yes,no,5.0,2.0,16.0,2.0,5100.0,310.0,2020,240,4.218183299,4.609460967
Huawei 37,Android,15.37,yes,yes,10.5,16.0,128.0,8.0,4000.0,189.0,2020,102,4.916690848,5.766412927
Huawei 38,Android,25.5,yes,no,8.0,8.0,64.0,4.0,7250.0,450.0,2020,305,5.097485547,5.521900821
Huawei 39,Android,16.71,yes,yes,10.5,16.0,256.0,8.0,4200.0,226.0,2020,215,5.49380191,7.243134061
Huawei 40,Android,16.23,yes,no,10.5,8.0,64.0,4.0,4000.0,176.0,2020,133,4.365643155,5.080161357
Huawei 41,Android,25.6,yes,yes,13.0,8.0,128.0,6.0,7250.0,460.0,2020,181,5.359976747,6.309245325
Huawei 42,Android,16.23,yes,no,10.5,8.0,64.0,4.0,4000.0,176.0,2020,202,4.651003602,4.942570563
Huawei 43,Android,16.74,yes,no,13.0,16.0,128.0,6.0,4000.0,206.0,2019,433,5.071354029,5.674010316
Huawei 44,Android,15.34,yes,no,13.0,16.0,128.0,8.0,4200.0,183.0,2019,505,4.99531859,5.635789104
Huawei 45,Android,25.6,yes,no,13.0,8.0,128.0,6.0,7250.0,460.0,2019,406,4.978869391,6.109825194
Huawei 46,Android,15.9,yes,no,13.0,32.0,64.0,6.0,4000.0,178.0,2019,351,5.037147389,5.299716387
Huawei 47,Android,15.32,yes,no,13.0,16.0,64.0,6.0,4000.0,163.0,2019,364,4.949043538,5.294660689
Huawei 48,Android,16.23,yes,no,13.0,8.0,64.0,4.0,4000.0,176.0,2019,253,4.403054002,5.016219672
Huawei 49,Android,16.59,yes,yes,13.0,16.0,512.0,12.0,4500.0,198.0,2019,488,5.995954452,7.439289002
Huawei 50,Android,16.81,yes,yes,13.0,16.0,128.0,6.0,4200.0,196.0,2019,269,5.530103463,6.478140911
Huawei 51,Android,16.81,yes,no,13.0,16.0,128.0,6.0,4200.0,196.0,2019,207,5.345344072,6.311517
Huawei 52,Android,15.9,yes,no,13.0,32.0,128.0,6.0,4000.0,178.0,2019,223,5.214772701,5.666841827
Huawei 53,Android,16.74,yes,no,13.0,16.0,128.0,4.0,4000.0,163.5,2019,181,4.894401058,5.242434609
Huawei 54,Android,25.6,yes,no,13.0,8.0,64.0,4.0,7500.0,498.0,2019,518,5.025589586,5.698970918
Huawei 55,Android,20.42,yes,no,13.0,8.0,128.0,6.0,6100.0,340.0,2019,307,4.943212618,5.86144128
Huawei 56,Android,20.42,yes,no,13.0,8.0,64.0,4.0,6100.0,320.0,2019,274,5.017147378,5.55971963
Huawei 57,Android,16.23,yes,no,13.0,32.0,128.0,8.0,3500.0,171.0,2019,520,5.372914505,5.969730055
Huawei 58,Android,16.23,yes,no,13.0,32.0,128.0,8.0,3500.0,171.0,2019,210,5.366396487,5.883935014
Huawei 59,Android,15.34,yes,no,13.0,24.0,128.0,6.0,4000.0,178.0,2019,539,5.180209278,5.55898789
Huawei 60,Android,15.34,yes,no,13.0,16.0,64.0,4.0,4000.0,178.0,2019,244,4.837313121,5.635146682
Huawei 61,Android,16.74,yes,no,13.0,16.0,64.0,4.0,4000.0,196.8,2019,330,4.861671141,5.638069931
Huawei 62,Android,10.16,no,no,5.0,2.0,16.0,4.0,1700.0,136.1,2014,610,3.959097413,4.701025672
Huawei 63,Android,17.78,no,no,3.15,0.3,8.0,1.0,4100.0,350.0,2013,835,4.335197047,5.012034315
Infinix 5,Android,17.32,yes,no,9.5,8.0,32.0,2.0,6000.0,209.0,2020,320,4.405132623,4.605370166
Infinix 6,Android,15.39,yes,no,9.5,8.0,64.0,4.0,5000.0,185.0,2020,173,4.4959132,4.702115392
Infinix 7,Android,15.39,yes,no,9.5,8.0,32.0,2.0,5000.0,185.0,2020,329,4.370712875,4.487287145
Infinix 8,Android,15.39,yes,no,9.5,16.0,32.0,3.0,4000.0,178.0,2019,356,4.417996878,4.605969866
Infinix 9,Android,15.29,yes,no,9.5,16.0,32.0,2.0,4000.0,165.0,2019,497,4.423288532,4.866071843
Lava 2,Android,14.5,yes,no,9.5,5.0,32.0,2.0,3200.0,150.0,2020,359,3.918203865,4.381276353
Lava 3,Android,12.7,no,no,5.0,0.3,8.0,0.5,3000.0,147.6,2016,704,3.509154523,4.102478062
Lenovo 10,Android,25.43,yes,no,8.0,5.0,32.0,3.0,7000.0,520.0,2020,212,4.683426684,5.189171919
Lenovo 11,Android,25.43,no,no,8.0,5.0,64.0,4.0,7000.0,580.0,2019,429,5.053758638,5.768070965
Lenovo 12,Android,15.47,yes,no,8.0,5.0,16.0,2.0,4000.0,172.0,2019,531,4.145196092,4.602165677
Lenovo 13,Android,20.32,yes,no,13.0,5.0,16.0,2.0,5100.0,305.0,2019,233,4.515245478,5.077795376
Lenovo 14,Android,20.32,yes,no,5.0,2.0,16.0,2.0,5000.0,305.0,2019,349,4.390366759,4.947198388
Lenovo 15,Android,17.78,yes,no,2.0,2.0,32.0,1.0,3590.0,236.0,2019,524,3.806440243,4.595523809
Lenovo 16,Android,16.23,yes,no,8.0,16.0,64.0,6.0,4000.0,159.0,2019,426,4.447228998,5.523818137
Lenovo 17,Android,16.23,yes,yes,8.0,32.0,128.0,6.0,4000.0,185.0,2019,401,5.347964306,5.996626203
Lenovo 18,Android,15.32,yes,no,8.0,16.0,64.0,4.0,4050.0,164.0,2019,424,4.541058241,5.06594385
Lenovo 19,Android,25.43,yes,no,8.0,8.0,16.0,2.0,8400.0,655.0,2016,902,4.866995844,5.188335076
LG 21,Android,16.59,yes,no,5.0,16.0,64.0,4.0,4000.0,196.5,2020,195,4.739963282,5.595157377
LG 22,Android,15.44,yes,no,5.0,13.0,64.0,3.0,4000.0,219.0,2020,126,4.720550337,5.296916386
LG 23,Others,5.28,yes,no,2.0,13.0,8.0,1.0,1470.0,127.0,2020,202,3.758405517,5.021377391
LG 24,Android,15.44,yes,yes,5.0,10.0,128.0,8.0,5000.0,218.0,2020,234,5.412047757,6.768504706
LG 25,Android,15.44,yes,yes,5.0,10.0,128.0,8.0,5000.0,213.0,2020,248,4.633951987,6.550094135
LG 26,Android,15.37,yes,no,5.0,13.0,32.0,3.0,4000.0,196.5,2020,205,4.232801305,5.483218926
LG 27,Android,14.5,yes,no,8.0,8.0,32.0,3.0,3450.0,170.0,2020,196,4.319752215,4.862908382
LG 28,Android,25.43,yes,no,8.0,5.0,32.0,4.0,8200.0,498.0,2019,392,5.021970804,5.832234322
LG 29,Android,15.34,yes,yes,8.0,32.0,256.0,8.0,4000.0,192.0,2019,471,5.789103535,7.003347237
LG 30,Android,15.34,yes,no,8.0,16.0,64.0,4.0,4000.0,198.0,2019,517,4.955756633,5.772655339
LG 31,Android,13.84,yes,no,8.0,5.0,16.0,2.0,3000.0,148.0,2019,438,4.367800927,4.93691699
LG 32,Android,13.84,yes,no,8.0,5.0,16.0,1.0,3000.0,152.0,2019,393,4.043752776,4.635020208
LG 33,Android,15.27,yes,no,8.0,13.0,32.0,2.0,3500.0,186.0,2019,273,4.396299294,5.080285727
LG 34,Android,15.37,yes,no,8.0,13.0,32.0,3.0,4000.0,194.0,2019,344,4.707997496,5.301562097
LG 35,Android,15.8,yes,no,8.0,16.0,64.0,4.0,4050.0,172.0,2019,289,4.541484634,5.24676088
LG 36,Android,15.9,yes,no,8.0,16.0,32.0,3.0,4000.0,175.0,2019,482,4.48661185,4.86190324
LG 37,Android,15.72,yes,no,8.0,8.0,32.0,3.0,4000.0,164.0,2019,516,4.105943698,4.692539832
LG 38,Android,15.29,yes,no,13.0,5.0,32.0,3.0,3500.0,179.0,2019,463,4.170688129,5.297617121
LG 39,Android,15.29,yes,no,16.0,5.0,64.0,4.0,3300.0,172.0,2018,693,4.989411658,5.701112246
LG 40,Android,12.83,yes,no,13.0,5.0,16.0,2.0,4500.0,171.0,2018,393,4.539564429,5.194511198
LG 41,Android,7.62,no,no,2.0,1.3,4.0,0.5,1540.0,140.45,2014,965,3.131136911,3.931041011
Meizu 6,Android,15.39,yes,yes,9.5,20.0,128.0,8.0,4500.0,199.0,2020,318,5.15358057,6.271536486
Meizu 7,Android,15.37,yes,no,9.5,16.0,128.0,6.0,4500.0,183.0,2019,348,4.74927053,5.526209625
Meizu 8,Android,15.37,yes,no,9.5,8.0,32.0,2.0,4000.0,184.0,2019,198,4.31935304,5.191622628
Meizu 9,Android,15.29,yes,no,9.5,20.0,128.0,6.0,3600.0,166.0,2019,405,4.874891933,5.832351575
Meizu 10,Android,15.29,yes,no,9.5,16.0,64.0,6.0,4000.0,165.0,2019,499,4.80557721,5.395625549
Meizu 11,Android,15.29,yes,no,9.5,20.0,128.0,6.0,3600.0,165.0,2019,226,5.218841165,6.042917829
Micromax 5,Android,10.16,no,no,2.0,0.3,0.5,0.25,1500.0,146.5,2014,900,3.118834471,3.891820298
Micromax 6,Android,7.75,no,no,0.3,0.3,0.5,0.25,1500.0,89.0,2014,757,1.572773928,3.686125666
Micromax 7,Android,10.03,no,no,2.0,0.3,0.2,0.25,2000.0,85.0,2013,652,3.404857342,4.268997904
Micromax 8,Android,10.16,no,no,2.0,0.3,16.0,4.0,2000.0,89.0,2013,1051,3.302481409,4.083957469
Micromax 9,Android,7.75,no,no,0.3,0.3,16.0,4.0,2000.0,89.0,2013,897,2.853015971,3.87036733
Motorola 2,Android,15.37,yes,no,9.5,16.0,128.0,6.0,5000.0,210.0,2020,92,5.034156489,5.697294809
Motorola 3,Android,15.42,yes,yes,9.5,25.0,256.0,12.0,5000.0,203.0,2020,188,5.639812681,7.087982979
Nokia 8,Android,16.56,yes,no,0.3,8.0,64.0,3.0,4000.0,200.0,2020,296,4.160756328,4.996468754
Nokia 9,Android,13.84,yes,no,0.3,5.0,16.0,2.0,3000.0,180.0,2020,293,3.690627925,4.087487775
Nokia 10,Android,13.84,yes,no,0.3,5.0,16.0,2.0,3000.0,180.0,2020,260,3.988243031,4.617888958
Nokia 11,Others,5.18,no,no,0.3,0.0,0.06,0.03,1020.0,90.5,2020,322,2.519308077,3.386422096
Nokia 12,Others,5.18,no,no,0.3,0.0,0.1,0.03,1020.0,91.3,2020,148,2.564949357,3.011605623
Nokia 13,Android,17.3,yes,yes,0.3,24.0,64.0,6.0,4500.0,220.0,2020,127,4.602667056,6.214388074
Nokia 14,Others,5.18,no,no,0.3,0.0,0.1,4.0,1200.0,88.2,2020,327,3.062923523,3.689129423
Nokia 15,Others,5.18,yes,no,0.3,0.0,0.1,0.03,1200.0,86.5,2019,414,2.789322921,3.684620397
OnePlus 4,Android,16.64,yes,yes,9.5,16.0,128.0,8.0,4300.0,180.0,2020,186,5.482927968,6.605054319
OnePlus 5,Android,16.64,yes,yes,9.5,16.0,128.0,8.0,4300.0,180.0,2020,232,5.235164552,6.478525003
OnePlus 6,Android,16.94,yes,yes,9.5,16.0,256.0,12.0,4085.0,206.0,2019,280,5.079850363,6.685761067
OnePlus 7,Android,16.94,yes,yes,9.5,16.0,128.0,6.0,4000.0,206.0,2019,523,5.342525621,6.684361696
Oppo 15,Android,16.64,yes,yes,9.5,32.0,128.0,8.0,4000.0,172.0,2020,293,5.269969331,6.154454616
Oppo 16,Android,16.33,yes,yes,9.5,32.0,128.0,8.0,4000.0,183.0,2020,281,5.047866851,5.911609322
Oppo 17,Android,16.69,yes,yes,9.5,32.0,128.0,6.0,4000.0,184.0,2020,122,5.126045146,5.668017118
Oppo 18,Android,16.64,yes,yes,9.5,16.0,128.0,8.0,4000.0,186.0,2020,200,5.094302196,6.254136457
Oppo 19,Android,15.29,yes,no,9.5,8.0,64.0,3.0,4230.0,168.0,2020,267,4.515026636,4.785907155
Oppo 20,Android,15.34,yes,yes,9.5,32.0,128.0,8.0,4025.0,180.0,2020,218,5.307177995,5.990338914
Oppo 21,Android,15.34,yes,yes,8.0,32.0,128.0,8.0,4025.0,181.0,2019,330,4.900225013,6.085250839
Oppo 22,Android,15.37,yes,no,8.0,8.0,128.0,4.0,4230.0,180.0,2019,277,4.514369822,5.006894974
Oppo 23,Android,15.34,yes,no,8.0,25.0,128.0,6.0,3600.0,169.5,2019,344,5.037212309,5.638141123
Oppo 24,Android,15.34,yes,no,8.0,32.0,128.0,4.0,4035.0,186.0,2019,463,5.093320661,5.793196518
Oppo 25,Android,16.59,yes,no,8.0,16.0,128.0,6.0,4020.0,190.0,2019,336,5.032266314,5.56202688
Oppo 26,Android,15.39,yes,yes,8.0,16.0,256.0,8.0,4065.0,215.0,2019,232,5.598384921,6.779649143
Oppo 27,Android,15.27,yes,no,8.0,5.0,32.0,2.0,4000.0,170.0,2019,282,4.022848561,4.61244367
Oppo 28,Android,15.29,yes,no,13.0,8.0,32.0,3.0,4230.0,168.0,2018,587,4.273745191,5.440337627
Oppo 29,Android,10.29,yes,no,8.0,5.0,8.0,1.0,2000.0,135.0,2015,917,4.09700768,4.991928067
Others 19,Android,16.43,yes,yes,8.0,20.0,128.0,6.0,4000.0,171.0,2019,486,4.701661486,6.803039
Realme 5,Android,15.37,yes,no,9.5,16.0,64.0,4.0,4300.0,191.0,2020,97,4.798514106,5.299916088
Realme 6,Android,15.37,yes,no,9.5,16.0,128.0,4.0,5000.0,199.0,2020,362,4.932169121,5.010768619
Realme 7,Android,15.37,yes,no,9.5,5.0,32.0,3.0,5000.0,195.0,2020,321,4.383151002,4.600459106
Realme 8,Android,15.27,yes,no,9.5,5.0,32.0,3.0,4000.0,166.0,2020,247,2.667228207,3.709906821
Realme 9,Android,15.27,yes,no,9.5,5.0,32.0,2.0,4000.0,166.0,2019,450,4.335720882,4.601061758
Samsung 1,Android,12.88,yes,no,8.0,5.0,32.0,3.0,4000.0,168.0,2020,120,4.151669629,4.716979861
Samsung 2,Android,12.7,yes,no,8.0,5.0,16.0,1.0,2600.0,154.0,2020,226,4.08142817,4.792147554
Samsung 3,Android,15.42,yes,yes,8.0,32.0,128.0,8.0,4500.0,185.0,2020,258,5.514194582,6.218878965
Samsung 4,Android,15.37,yes,yes,8.0,32.0,128.0,6.0,4500.0,187.0,2020,248,5.126282718,6.06194631
Samsung 5,Android,25.5,yes,no,8.0,5.0,64.0,4.0,7040.0,467.0,2020,310,5.28755971,5.935528915
Samsung 6,Android,15.29,yes,yes,8.0,13.0,128.0,8.0,4000.0,168.1,2020,282,5.678498854,6.7807284
Samsung 7,Android,25.53,yes,yes,8.0,8.0,128.0,6.0,7040.0,420.0,2020,321,5.083699865,6.685673664
Samsung 8,Android,12.73,yes,no,12.0,8.0,64.0,4.0,4500.0,256.0,2019,320,4.59036107,6.927597121
Samsung 9,Android,15.42,yes,no,12.0,32.0,128.0,6.0,4500.0,187.0,2019,325,4.955756633,5.936110387
Samsung 10,Android,25.43,yes,no,13.0,8.0,64.0,4.0,7600.0,653.0,2019,430,4.989071116,6.396179374
Samsung 11,Android,15.32,yes,yes,12.0,10.0,256.0,12.0,3500.0,168.0,2019,190,4.997685135,7.003628936
Samsung 12,Android,25.53,yes,no,12.0,8.0,128.0,6.0,7040.0,420.0,2019,517,5.438209735,6.396729635
Samsung 13,Android,20.32,yes,no,8.0,2.0,32.0,2.0,5100.0,169.0,2019,313,3.984343667,4.866148876
Samsung 14,Android,12.7,yes,no,16.0,5.0,32.0,3.0,2800.0,172.0,2019,222,4.454579827,5.557098295
Samsung 15,Android,20.32,yes,no,5.0,2.0,16.0,2.0,4200.0,338.0,2015,852,4.7051965,5.401640809
Others 20,Android,16.59,yes,no,2.0,16.0,64.0,4.0,4000.0,193.0,2020,168,4.314015424,5.435990172
Others 21,Android,15.77,yes,no,2.0,5.0,64.0,4.0,4000.0,184.7,2020,299,4.358246106,4.871219958
Others 22,Android,20.32,no,no,0.3,2.0,16.0,1.0,3600.0,330.0,2020,290,4.053522568,4.488411625
Others 23,Android,15.44,yes,no,2.0,8.0,32.0,2.0,3500.0,191.6,2020,243,3.990279503,5.140434732
Others 24,Android,17.78,no,no,8.0,0.3,8.0,1.0,2000.0,242.0,2019,513,2.822568655,3.873905683
Others 25,Android,25.43,no,no,0.3,2.0,16.0,1.0,4000.0,505.2,2019,452,4.538068382,4.604770106
Others 26,Android,12.88,yes,no,8.0,5.0,16.0,2.0,2700.0,138.0,2019,440,4.175002465,4.626050664
Others 27,Android,16.23,yes,no,8.0,16.0,64.0,4.0,3450.0,176.6,2019,335,4.995657011,5.882458506
Others 28,Android,20.32,no,no,2.0,2.0,32.0,3.0,4000.0,355.0,2020,221,4.42424765,4.605969866
Others 29,Android,20.32,no,no,2.0,2.0,32.0,2.0,4000.0,355.0,2020,276,4.210645018,4.386640972
Others 30,Android,20.55,yes,no,8.0,0.3,16.0,2.0,2000.0,374.0,2013,1064,4.414977735,5.63917284
Apple 0,Others,30.71,yes,no,12.0,7.0,128.0,6.0,9720.0,641.0,2020,220,5.847392078,6.907335191
Apple 1,Others,27.94,yes,no,12.0,7.0,128.0,6.0,5770.5,471.0,2020,248,5.691237447,6.684724221
Apple 2,Others,25.45,yes,no,8.0,1.2,32.0,3.0,8827.0,483.0,2019,313,5.204446151,5.8518001
Apple 3,iOS,27.94,yes,no,12.0,7.0,64.0,4.0,7812.0,468.0,2018,601,5.359835707,6.779603675
Apple 4,iOS,18.01,yes,no,8.0,1.2,16.0,2.0,5124.0,299.0,2015,827,4.562680134,5.891809944
Asus 0,Android,15.24,no,no,13.0,2.0,16.0,2.0,3230.0,196.0,2014,840,4.539564429,5.307078872
Asus 1,Android,15.24,no,no,13.0,2.0,16.0,2.0,3300.0,196.0,2014,1073,4.327966358,5.521220889
Others 31,Android,15.24,no,no,8.0,8.0,32.0,1.0,2800.0,185.0,2019,513,4.304335327,4.351438553
Others 32,Android,12.83,no,no,8.0,8.0,32.0,1.0,2200.0,158.0,2019,213,4.170842533,4.222737777
Others 33,Android,12.7,no,no,5.0,5.0,32.0,1.0,3400.0,146.0,2019,184,3.764218811,3.896300045
Others 34,Android,10.29,no,no,5.0,0.3,4.0,0.5,1760.0,136.0,2013,1091,4.05386973,5.303901745
Others 35,Android,12.83,yes,no,13.0,5.0,32.0,3.0,4200.0,206.5,2020,214,4.796864349,5.704815274
Others 36,Android,14.35,yes,no,12.0,8.0,64.0,4.0,3100.0,210.0,2019,247,4.476882166,6.08201341
Coolpad 0,Android,16.59,yes,yes,9.5,16.0,64.0,4.0,4000.0,195.0,2020,252,5.174226981,5.885464938
Coolpad 1,Android,16.15,yes,no,9.5,13.0,32.0,3.0,4000.0,170.0,2019,342,4.588329169,5.085186025
Acer 0,Android,25.43,no,no,5.0,2.0,16.0,1.0,2700.0,508.0,2014,578,4.836599317,5.257755755
Acer 1,Android,25.43,no,no,5.0,2.0,32.0,2.0,2700.0,508.0,2014,918,4.691072615,5.438296677
Alcatel 0,Others,5.18,yes,no,2.0,5.0,4.0,0.5,3230.0,90.0,2019,356,3.247268899,3.918998619
Alcatel 1,Android,17.78,yes,no,5.0,2.0,8.0,1.0,3240.0,295.1,2016,662,4.182202803,4.867688285
Alcatel 2,Android,20.32,no,no,0.3,0.3,16.0,0.5,3240.0,325.0,2014,1050,3.848230872,4.600860914
Alcatel 3,Android,17.78,yes,no,3.0,0.3,4.0,1.0,3240.0,279.0,2014,1046,4.46326094,5.253372301
Alcatel 4,Android,17.78,no,no,0.3,0.3,16.0,0.5,2840.0,285.0,2014,770,3.713572067,4.39592954
Alcatel 5,Android,17.78,no,no,2.0,0.3,4.0,1.0,3240.0,285.0,2014,759,3.989354348,5.080410082
Alcatel 6,Android,17.78,no,no,0.3,0.3,4.0,1.0,1800.0,390.0,2013,1041,4.307303088,4.604169686
Alcatel 7,Android,17.78,no,no,3.0,0.3,4.0,1.0,1800.0,350.0,2013,932,4.432244351,4.949823155
Alcatel 8,Android,20.32,no,no,2.0,0.3,8.0,1.0,1800.0,400.0,2013,836,4.357990057,4.941285216
Alcatel 9,Android,17.78,no,no,0.3,0.3,4.0,1.0,3240.0,350.0,2013,737,4.124226937,4.609859175
Alcatel 10,Android,17.78,no,no,2.0,0.3,8.0,1.0,3300.0,350.0,2013,1057,4.129550818,4.709800435
Alcatel 11,Android,16.56,yes,no,5.0,8.0,64.0,4.0,4000.0,178.0,2019,187,4.297149343,5.016020766
Alcatel 12,Android,12.83,yes,no,5.0,5.0,16.0,1.0,2460.0,153.2,2019,473,3.78487122,4.404154987
Alcatel 13,Android,20.32,yes,no,5.0,2.0,16.0,1.0,4080.0,279.0,2018,726,4.363862664,4.944851554
Acer 2,Others,23.04,no,no,5.0,2.0,32.0,4.0,4500.0,544.3,2018,699,5.066006927,5.793988743
Acer 3,Android,17.78,yes,no,13.0,2.0,16.0,4.0,3400.0,260.0,2016,1085,4.632298853,5.128951521
Acer 4,Android,12.83,yes,no,13.0,5.0,32.0,4.0,4080.0,169.0,2016,1079,4.710160633,5.52684639
Acer 5,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,126.0,2016,617,3.781686504,4.784737955
Acer 6,Android,25.43,no,no,5.0,2.0,16.0,4.0,6100.0,147.5,2016,570,4.337682821,5.439773525
Acer 7,Android,12.83,yes,no,13.0,13.0,32.0,4.0,4020.0,166.0,2015,714,4.368307963,5.434376811
Acer 8,Android,12.83,yes,no,13.0,5.0,16.0,4.0,5000.0,147.5,2016,549,4.430935839,5.303304908
Acer 9,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2000.0,125.0,2016,893,4.070564034,4.69701984
Acer 10,Android,20.32,no,no,5.0,2.0,32.0,4.0,4420.0,353.8,2015,767,4.998832582,5.862095907
Acer 11,Windows,12.83,yes,no,21.0,8.0,32.0,4.0,2870.0,150.0,2015,824,4.590969837,5.391215549
Acer 12,Android,10.29,yes,no,5.0,5.0,32.0,4.0,2000.0,142.0,2015,988,3.781686504,4.710610698
Acer 13,Android,10.29,no,no,5.0,2.0,32.0,4.0,2000.0,142.0,2015,961,3.616577542,4.507226542
Acer 14,Android,12.83,yes,no,8.0,8.0,32.0,4.0,4000.0,165.0,2015,942,4.556295018,5.294710871
Acer 15,Android,12.7,yes,no,8.0,8.0,32.0,4.0,2420.0,145.0,2015,874,4.354141431,5.017941869
Acer 16,Android,25.43,no,no,5.0,2.0,16.0,4.0,5910.0,540.0,2015,899,4.624188192,5.517854422
Acer 17,Android,20.32,no,no,5.0,0.3,16.0,4.0,4550.0,355.0,2015,994,4.226687749,5.188390887
Acer 18,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2300.0,110.0,2015,592,4.488524004,5.301910902
Acer 19,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,118.0,2015,934,3.721104601,4.862676516
Acer 20,Android,10.16,no,no,5.0,2.0,32.0,4.0,1300.0,120.0,2015,603,3.89914038,4.493232533
Acer 21,Windows,10.16,no,no,5.0,2.0,16.0,4.0,1300.0,119.0,2015,697,3.755369195,4.377767578
Acer 22,Android,10.29,yes,no,5.0,2.0,32.0,4.0,2000.0,145.0,2015,1044,3.642049867,4.859812404
Acer 23,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2300.0,116.0,2014,579,4.028916757,5.303503893
Acer 24,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,150.0,2014,569,4.348728349,5.014693714
Acer 25,Android,12.88,yes,no,13.0,2.0,16.0,4.0,2700.0,164.0,2014,723,4.342375829,5.560412364
Acer 26,Android,12.7,no,no,13.0,2.0,32.0,4.0,2100.0,110.0,2014,899,4.154969184,5.192345553
Acer 27,Android,12.7,no,no,8.0,2.0,16.0,4.0,3500.0,155.0,2014,886,4.405010471,5.300564839
Acer 28,Android,12.7,yes,no,8.0,2.0,16.0,4.0,2500.0,155.0,2014,936,4.49903159,5.307128435
Acer 29,Android,10.16,no,no,2.0,2.0,16.0,4.0,1300.0,130.0,2014,685,3.840312158,4.509429914
Acer 30,Android,20.32,no,no,5.0,2.0,16.0,4.0,4600.0,360.0,2014,611,4.66334475,5.29576411
Acer 31,Android,17.78,no,no,2.0,0.3,16.0,4.0,3400.0,298.0,2014,920,4.094344562,4.707546253
Acer 32,Android,17.78,no,no,5.0,0.3,16.0,4.0,3400.0,298.0,2014,1007,4.063369758,5.009834974
Acer 33,Android,17.78,no,no,5.0,0.3,32.0,4.0,3700.0,159.5,2014,724,4.065945088,4.497584975
Acer 34,Android,10.34,no,no,13.0,2.0,16.0,4.0,2500.0,134.0,2014,642,4.294424174,5.307623926
Acer 35,Android,10.16,no,no,5.0,1.3,16.0,4.0,1630.0,122.0,2014,719,3.63758616,4.600961341
Acer 36,Android,17.78,no,no,0.3,2.0,16.0,4.0,2955.0,323.0,2014,1082,4.405254761,4.863835309
Acer 37,Android,17.78,no,no,0.3,2.0,32.0,4.0,2955.0,315.0,2014,690,4.040943785,4.585477553
Acer 38,Android,18.01,no,no,5.0,2.0,16.0,4.0,4000.0,380.0,2014,801,4.433788569,4.856706812
Acer 39,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,150.0,2014,1015,3.470723444,5.138441999
